character,decomposition,definition,etymology_hint,etymology_phonetic,etymology_semantic,etymology_type,matches,pinyin,radical
硫,⿰石㐬,sulfur,mineral,㐬,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",liú,石
硬,⿰石更,"firm, hard, strong; obstinate",stone,更,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",yìng,石
硭,⿰石芒,a crude saltpeter,mineral,芒,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]",máng,石
确,⿰石角,"certain, sure; definite, exact; real, true",stone,角,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",què,石
硯,⿰石見,inkstone,stone,見,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",yàn,石
硷,⿰石佥,"alkaline, alkali, lye, salt",mineral,佥,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",jiǎn,石
硼,⿰石朋,"borax, boron",mineral,朋,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",péng,石
碇,⿰石定,anchor,rock,定,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",dìng,石
碉,⿰石周,watchtower,stone,周,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",diāo,石
碌,⿰石录,"rocky, rough, uneven; mediocre",rock,录,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",lù,石
碍,⿰石㝵,"to block, to deter, to hinder, to obstruct",stone,㝵,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",ài,石
碎,⿰石卒,"to break, to smash; broken, busted",rock,卒,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",suì,石
碑,⿰石卑,stone tablet; gravestone,stone,卑,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",bēi,石
碓,⿰石隹,pestle,stone,隹,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",duì,石
碗,⿰石宛,"bowl, small dish",stone,宛,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",wǎn,石
碘,⿰石典,iodine,mineral,典,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",diǎn,石
碚,⿰石咅,suburb,stone,咅,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",bèi,石
碛,⿰石责,"gravel, sand",stone,责,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",qì,石
碜,⿰石参,gritty,stone,参,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",chěn,石
碟,⿰石枼,"plate, small dish",A flat 枼 stone 石,,,ideographic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]",dié,石
碡,⿰石毒,stone roller,stone,毒,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]",dú,石
碣,⿰石曷,stone tablet,stone,曷,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]",jié,石
碥,⿰石扁,,stone,扁,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]",biǎn,石
碧,⿱珀石,"jade; green, blue",A stone 石 like amber 珀; 珀 also provides the pronunciation,,,ideographic,"[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]",bì,石
碩,⿰石頁,"great, eminent; large, big",Like a sheet 頁 of stone 石,,,ideographic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]",shuò,石
碰,⿰石並,"to touch; to meet with; to collide, to bump into",rock,並,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",pèng,石
碱,⿰石咸,"alkaline, alkali, lye, salt",mineral,咸,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]",jiǎn,石
碲,⿰石帝,tellurium,mineral,帝,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]",dì,石
碳,⿰石炭,carbon,mineral,炭,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]",tàn,石
碴,⿰石查,quarrel; fault; a shard of glass,stone,查,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]",chá,石
碹,⿰石宣,,stone,宣,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]",xuàn,石
確,⿰石隺,"certain, sure; definite, exact; real, true",stone,隺,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",què,石
碼,⿰石馬,"number, numeral, symbol; yard",stone,馬,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",mǎ,石
碾,⿰石展,"stone roller; to crush, to roll",stone,展,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",niǎn,石
磁,⿰石兹,magnetic; porcelain,stone,兹,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]",cí,石
磅,⿰石旁,pound; to weigh,stone,旁,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",bàng,石
磉,⿰石桑,"plinth, stone base",stone,桑,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",sǎng,石
磊,⿱石⿰石石,"a pile of rocks; candid, open; great",Many rocks 石 piled up,,,ideographic,"[0],[0],[0],[0],[0],[1, 0],[1, 0],[1, 0],[1, 0],[1, 0],[1, 1],[1, 1],[1, 1],[1, 1],[1, 1]",lěi,石
磋,⿰石差,"to polish, to buff; to examine, to deliberate",stone,差,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]",cuō,石
磐,⿱般石,"boulder, large rock; firm, stable",rock,般,石,pictophonetic,"[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]",pán,石
磔,⿰石桀,"to dismember, to tear apart",rock,桀,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",zhé,石
磕,⿰石盍,"to collide, to hit, to knock, to tap",stone,盍,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",kē,石
磙,⿰石衮,stone roller,stone,衮,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",gǔn,石
磚,⿰石專,"tile, brick",stone,專,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",zhuān,石
磨,⿸麻石,"millstone; to grind, to polish, to rub, to wear out",stone,麻,石,pictophonetic,"[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]",mó,石
磬,⿱殸石,musical instrument; a kind of xylophone,Stone 石 chimes 殸; 殸 also provides the pronunciation,,,ideographic,"[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]",qìng,石
磯,⿰石？,"jetty, reef; breakwater, eddy",rock,幾,石,pictophonetic,"[0],[0],[0],[0],[0],None,None,None,None,None,None,None,None,None,None,None,None",jī,石
磲,⿰石渠,"giant clam, Tridacna gigas",stone,渠,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",qú,石
磴,⿰石登,stone steps on a cliff or hill,Stone 石 steps for climbing 登; 登 also provides the pronunciation,,,ideographic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",dèng,石
磷,⿰石粦,phosphorus,mineral,粦,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",lín,石
磺,⿰石黄,sulphur; brimstone,A yellow 黄 mineral 石; 黄 also provides the pronunciation,,,ideographic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",huáng,石
礁,⿰石焦,"jetty, reef",rock,焦,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",jiāo,石
礅,⿰石敦,stone block,stone,敦,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",dūn,石
礎,⿰石楚,"foundation stone, plinth; basis",stone,楚,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",chǔ,石
礓,⿰石畺,"pebble, small stone",stone,畺,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",jiāng,石
礙,⿰石疑,"to block, to deter, to hinder, to obstruct",stone,疑,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",ài,石
礞,⿰石蒙,a kind of mineral,mineral,蒙,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",méng,石
礤,⿰石蔡,"shredder, grater; grindstone",stone,蔡,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",cǎ,石
礦,⿰石廣,"mine; mineral, ore",mineral,廣,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",kuàng,石
礬,⿱樊石,alum,mineral,樊,石,pictophonetic,"[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]",fán,石
礴,⿰石薄,"to extend, to fill",stone,薄,石,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",bó,石
示,⿱二小,"altar; ceremony; to show, to demonstrate",An altar,,,pictographic,"[0],[0],[1],[1],[1]",shì,示
礻,⿱？卜,spirit,,,,,"None,None,[1],[1]",shì,礻
礼,⿰礻乚,"courtesy, manners, social customs",spirit,乚,礻,pictophonetic,"[0],[0],[0],[0],[1]",lǐ,礻
社,⿰礻土,"group, organization, society; a god of the soil",An earth 土 spirit 礻; 礻 also provides the pronunciation,,,ideographic,"[0],[0],[0],[0],[1],[1],[1]",shè,礻
祀,⿰礻巳,"to sacrifice, to worship",spirit,巳,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1]",sì,礻
祁,⿰礻阝,"to pray; numerous, ample, abundant",spirit,阝,礻,pictophonetic,"[0],[0],[0],[0],[1],[1]",qí,礻
祆,⿰礻天,"Ormazda, the Zoroastrian sun god",A spirit 礻 in the sky 天; 天 also provides the pronunciation,,,ideographic,"[0],[0],[0],[0],[1],[1],[1],[1]",xiān,礻
祇,⿰礻氏,"only, just, simply; one of a pair; an earth god",spirit,氏,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1]",qí,礻
祈,⿰礻斤,"to pray, to entreat, to beseech",spirit,斤,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1]",qí,礻
祉,⿰礻止,"blessings, happiness, good luck",spirit,止,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1]",zhǐ,礻
祎,⿰礻韦,"excellent, rare; beautiful, fine",spirit,韦,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1]",yī,礻
祓,⿰礻犮,to exorcise; to cleanse,spirit,犮,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1]",fú,礻
祕,⿰礻必,"secret, mysterious, abstruse",spirit,必,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1]",mì,礻
祖,⿰礻且,"ancestor, forefather; grandfather; surname",spirit,且,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1]",zǔ,礻
祗,⿰礻氐,"to revere, to respect, to look up to",spirit,氐,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1]",zhī,礻
祘,⿰示示,to calculate,,,,,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]",suàn,示
祚,⿰礻乍,"throne; happiness, blessings",spirit,乍,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1]",zuò,礻
祛,⿰礻去,"to expel, to disperse; to exorcise",To banish 去 a spirit 礻; 去 also provides the pronunciation,,,ideographic,"[0],[0],[0],[0],[1],[1],[1],[1],[1]",qū,礻
祜,⿰礻古,"blessings, happiness, prosperity",spirit,古,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1]",hù,礻
祝,⿰礻兄,to pray; to wish well; surname,A person 兄 praying before an altar 礻,,,ideographic,"[0],[0],[0],[0],[1],[1],[1],[1],[1]",zhù,礻
神,⿰礻申,"god, spirit; divine, mysterious, supernatural",spirit,申,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1]",shén,礻
祟,⿱出示,evil spirit; evil influence,spirit,,示,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]",suì,示
祠,⿰礻司,ancestral temple; to sacrifice,spirit,司,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1]",cí,礻
祢,⿰礻尔,one's deceased father,spirit,尔,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1]",mí,礻
祥,⿰礻羊,"happiness, good fortune; auspicious",spirit,羊,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]",xiáng,礻
祧,⿰礻兆,ancestral hall,spirit,兆,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]",tiāo,礻
票,⿱覀示,bank note; ticket; vote; a slip of paper,"Flames 覀 over an altar 示, referring to a Chinese tradition of burning fake money as an offering",,,ideographic,"[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]",piào,示
祭,⿱⿰⺼寸示,"to sacrifice to, to worship",Hand 寸 holding meat ⺼ over an altar 示,,,ideographic,"[0, 0],[0, 0],[0, 0],[0, 0],[0, 1],[0, 1],[1],[1],[1],[1],[1]",jì,示
祯,⿰礻贞,"lucky, auspicious; a good omen",spirit,贞,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]",zhēn,礻
祷,⿰礻寿,"to pray, to entreat, to beg; prayer",spirit,寿,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",dǎo,礻
祸,⿰礻呙,"misfortune, disaster, calamity",spirit,呙,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",huò,礻
祺,⿰礻其,"good luck, good fortune",spirit,其,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",qí,礻
祿,⿰礻彔,"blessing, happiness, prosperity",spirit,彔,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",lù,礻
禀,⿳亠回示,"to report to, to petition",To show 示 something to an official 亠回,,,ideographic,"[0],[0],[1],[1],[1],[1],[1],[1],[2],[2],[2],[2],[2]",bǐng,示
禁,⿱林示,"to restrict, to prohibit, to forbid; to endure",altar,林,示,pictophonetic,"[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]",jìn,示
禄,⿰礻录,"blessing, happiness, prosperity",spirit,录,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",lù,礻
禅,⿰礻单,"meditation, contemplation",To pray 礻 alone 单; 单 also provides the pronunciation,,,ideographic,"[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",chán,礻
禊,⿰礻契,a semi-annual ceremony of purification,spirit,契,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]",xì,礻
禍,⿰礻咼,"misfortune, disaster, calamity",spirit,咼,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]",huò,礻
禎,⿰礻貞,"lucky, auspicious; a good omen",spirit,貞,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]",zhēn,礻
福,⿰礻畐,"happiness, good fortune, blessings",spirit,畐,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]",fú,礻
禕,⿰礻韋,"excellent, rare; beautiful, fine",spirit,韋,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]",yī,礻
禚,⿰礻羔,a place name,,,,,"[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",zhuó,礻
禛,⿰礻真,to receive blessings,spirit,真,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",zhēn,礻
禦,⿱御示,"chariot; to drive, to ride; to manage",spirit,御,示,pictophonetic,"[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]",yù,示
禧,⿰礻喜,happiness; congratulations,Celebrating 喜 good fortune 礻; 壴 also provides the pronunciation,,,ideographic,"[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",xǐ,礻
禪,⿰礻單,"meditation, contemplation",To pray 礻 alone 單; 單 also provides the pronunciation,,,ideographic,"[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",chán,礻
禮,⿰礻豊,"courtesy, manners, social customs",spirit,豊,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",lǐ,礻
禰,⿰礻爾,one's deceased father,spirit,爾,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",mí,礻
禱,⿰礻壽,"to pray, to entreat, to beg; prayer",spirit,壽,礻,pictophonetic,"[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",dǎo,礻
禳,⿰礻襄,to sacrifice; to pray; to exorcise,To pray 礻for help 襄; 襄 also provides the pronunciation,,,ideographic,"[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",ráng,礻
禸,⿻冂厶,rump,,,,,"[0],[0],None,[1],[1]",róu,禸
禹,⿻？禸,legendary Hsia dynasty founder,,,,,"None,None,None,None,[1],[1],[1],[1],[1]",yǔ,禸
禺,⿱日禸,district; mountain in Zhejiang,,,,,"[0],[0],[0],[0],[1],[1],[1],[1],[1]",yú,禸
离,⿱⿱亠凶禸,rare beast; strange; elegant,An animal standing straight; 亠 is the head,,,pictographic,"[0, 0],[0, 0],[0, 1],[0, 1],[0, 1],[0, 1],[1],[1],[1],[1]",lí,禸
禼,⿱卤禸,termite,,,,,"[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]",xiè,禸
禽,⿱人离,"birds, fowl; to capture; surname",A legendary beast 离 captured by a man 人,,,ideographic,"[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",qín,禸
禾,⿱丿木,"cereal, grain, rice; plant, stalk",A plant stalk with a sagging head,,,pictographic,"[0],[1],[1],[1],[1]",hé,禾
禿,⿱禾儿,bald,Grains of hair 禾 on a person's head 儿,,,ideographic,"[0],[0],[0],[0],[0],[1],[1]",tū,禾
秀,⿱禾乃,"elegant, graceful, refined; flowing, luxuriant",flower,,禾,pictophonetic,"[0],[0],[0],[0],[0],[1],[1]",xiù,禾
私,⿰禾厶,"personal, private, secret; selfish",厶 provides the meaning and pronunciation,,,ideographic,"[0],[0],[0],[0],[0],[1],[1]",sī,禾
秃,⿱禾几,bald,Grains of hair 禾 on a person's head 几,,,ideographic,"[0],[0],[0],[0],[0],[1],[1]",tū,禾
秆,⿰禾干,"straw, hay",Dried 干 grain stalks 禾; 干 also provides the pronunciation,,,ideographic,"[0],[0],[0],[0],[0],[1],[1],[1]",gǎn,禾
秉,⿻禾彐,"to grasp, to hold; to maintain, to preside over",A hand 彐 grasping a bundle of grain 禾,,,ideographic,"[0],[0],[1],[1],[1],[0],[0],[0]",bǐng,禾
秋,⿰禾火,"autumn, fall; year",The time of year when farmers would burn 禾 crops 火,,,ideographic,"[0],[0],[0],[0],[0],[1],[1],[1],[1]",qiū,禾
种,⿰禾中,"race, kind, breed; seed; to plant",grain,中,禾,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1]",zhǒng,禾
科,⿰禾斗,"section, department; field, branch; science",A hand measuring 斗 grain 禾,,,ideographic,"[0],[0],[0],[0],[0],[1],[1],[1],[1]",kē,禾
秒,⿰禾少,a second; a corn kernel; measure word for time,grain,少,禾,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1]",miǎo,禾
秕,⿰禾比,"chaff, husk",grain,比,禾,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1]",bǐ,禾
秘,⿰禾必,"secret, mysterious, abstruse",grain,必,禾,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]",mì,禾
秝,⿰禾禾,(Cant.) excessively thin,As thin as a stalk of grain 禾,,,ideographic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]",lì,禾
租,⿰禾且,"to rent, to lease; tax, rent",Regularly paid 且 tribute in grain 禾,,,ideographic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]",zū,禾
秣,⿰禾末,"fodder, horse feed; to feed a horse",grain,末,禾,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]",mò,禾
秤,⿰禾平,"balance, scale; steelyard",A balance 平 used to measure grain 禾,,,ideographic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]",chèng,禾
秦,⿱？禾,the Qin dynasty (eponymous for China),,,,,"None,None,None,None,None,[1],[1],[1],[1],[1]",qín,禾
秧,⿰禾央,"shoots, sprouts; young rice plants",rice,央,禾,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]",yāng,禾
秩,⿰禾失,order; ordered,grain,失,禾,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]",zhì,禾
秫,⿰禾术,a glutinous variety of millet,grain,术,禾,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]",shú,禾
秭,⿰禾？,billion,grain,,禾,pictophonetic,"[0],[0],[0],[0],[0],None,None,None,None",zǐ,禾
积,⿰禾只,"to store up, to amass, to accumulate",grain,只,禾,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]",jī,禾
称,⿰禾尔,"balanced; name, brand; to say, to call",,,,,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]",chēng,禾
秸,⿰禾吉,stalks of millet or corn,grain,吉,禾,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]",jiē,禾
移,⿰禾多,"to shift, to move about, to drift",,,,,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]",yí,禾
秽,⿰禾岁,"dirty, unclean; immoral, obscene",grain,岁,禾,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]",huì,禾
稀,⿰禾希,"rare, unusual; scarce, sparse",grain,希,禾,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",xī,禾
稂,⿰禾良,grass; weeds,grain,良,禾,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",láng,禾
稃,⿰禾孚,"chaff, husk",grain,孚,禾,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",fū,禾
稅,⿰禾兌,taxes,Grain 禾 paid as tribute 兌; 兌 also provides the pronunciation,,,ideographic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",shuì,禾
稆,⿰禾吕,wild grain,grain,吕,禾,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]",lǚ,禾
稈,⿰禾旱,"straw, hay",Dried 旱 grain stalks 禾; 旱 also provides the pronunciation,,,ideographic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",gǎn,禾
程,⿰禾呈,"process, rules; journey, trip; agenda, schedule",grain,呈,禾,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",chéng,禾
稍,⿰禾肖,"somewhat, slightly, a little; rather",Resembling 肖 grain 禾; 肖 also provides the pronunciation,,,ideographic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",shāo,禾
税,⿰禾兑,taxes,Grain 禾 paid as tribute 兑; 兑 also provides the pronunciation,,,ideographic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",shuì,禾
稔,⿰禾念,ripe grain; to harvest; to know well,grain,念,禾,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",rěn,禾
稗,⿰禾卑,"darnels, weeds; small, insignificant",grain,卑,禾,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",bài,禾
稙,⿰禾直,grain ready for grinding,grain,直,禾,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",zhī,禾
稚,⿰禾隹,"young, immature; childhood",grain,隹,禾,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",zhì,禾
稜,⿰禾夌,"edge, corner, angle; protrusion; square beam",grain,夌,禾,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",léng,禾
稞,⿰禾果,grain ready for grinding,Grain 禾 bearing fruit 果; 果 also provides the pronunciation,,,ideographic,"[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",kē,禾
